"scientific_name","midpoint_cc","releveCode"
"Cirsium flodmani",3,"Dry Sand Gravel Prairie Southern"
"Cirsium flodmani",3,"SOUTHERN MESIC PRAIRIE"
"Cirsium hillii",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Cirsium muticum",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Cirsium muticum",3,"SOUTHERN MESIC PRAIRIE"
"Cirsium muticum",3,"SOUTHERN RICH CONIFER SWAMP"
"Cirsium muticum",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Cirsium muticum",1,"SOUTHERN WET ASH SWAMP"
"Cirsium muticum",3,"SOUTHERN WET PRAIRIE"
"Cirsium vulgare",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Claytonia virginica",4,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Claytonia virginica",4,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Clematis virginiana",5,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Clematis virginiana",3,"SOUTHERN MESIC PRAIRIE"
"Comandra umbellata",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Comandra umbellata",4,"Dry Sand Gravel Prairie Southern"
"Comandra umbellata",8,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Comandra umbellata",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Comandra umbellata",3,"SOUTHERN MESIC PRAIRIE"
"Comandra umbellata",3,"SOUTHERN WET PRAIRIE"
"Conyza canadensis",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Conyza canadensis",2,"Dry Barrens Prairie Southern"
"Conyza canadensis",6,"Dry Sand Gravel Prairie Southern"
"Conyza canadensis",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Conyza canadensis",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Conyza canadensis",4,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Conyza canadensis",1,"SOUTHERN MESIC PRAIRIE"
"Corallorhiza spp.",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Coreopsis palmata",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Coreopsis palmata",5,"Dry Sand Gravel Prairie Southern"
"Coreopsis palmata",15,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Coreopsis palmata",4,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Coreopsis palmata",8,"SOUTHERN MESIC PRAIRIE"
"Cornus alternifolia",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Cornus alternifolia",6,"SOUTHERN DRY-MESIC OAK FOREST"
"Cornus alternifolia",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Cornus alternifolia",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Cornus alternifolia",3,"SOUTHERN RICH CONIFER SWAMP"
"Cornus alternifolia",3,"SOUTHERN WET ASH SWAMP"
"Cornus alternifolia",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Cornus amomum",63,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Cornus amomum",5,"SOUTHERN SEEPAGE MEADOW/CARR"
"Cornus amomum",1,"SOUTHERN TERRACE FOREST"
"Cornus canadensis",3,"SOUTHERN RICH CONIFER SWAMP"
"Cornus racemosa",1,"SOUTHERN DRY-MESIC OAK FOREST"
"Cornus racemosa",1,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Cornus racemosa",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Cornus racemosa",5,"SOUTHERN MESIC PRAIRIE"
"Cornus racemosa",6,"SOUTHERN RICH CONIFER SWAMP"
"Cornus racemosa",3,"SOUTHERN WET ASH SWAMP"
"Cornus racemosa",5,"SOUTHERN WET PRAIRIE"
"Cornus racemosa",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Cornus rugosa",3,"SOUTHERN RICH CONIFER SWAMP"
"Cornus rugosa",15,"SOUTHERN WET ASH SWAMP"
"Cornus sericea",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Cornus sericea",9,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Cornus sericea",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Cornus sericea",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Cornus sericea",1,"SOUTHERN MESIC PRAIRIE"
"Cornus sericea",8,"SOUTHERN RICH CONIFER SWAMP"
"Cornus sericea",9,"SOUTHERN SEEPAGE MEADOW/CARR"
"Cornus sericea",13,"SOUTHERN WET ASH SWAMP"
"Cornus sericea",7,"SOUTHERN WET PRAIRIE"
"Corylus americana",1,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Corylus americana",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Corylus americana",1,"Dry Sand Gravel Prairie Southern"
"Corylus americana",7,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Corylus americana",9,"SOUTHERN DRY-MESIC OAK FOREST"
"Corylus americana",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Corylus americana",5,"SOUTHERN MESIC PRAIRIE"
"Corylus cornuta",15,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Corylus cornuta",2,"SOUTHERN DRY-MESIC OAK FOREST"
"Corylus cornuta",15,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Crataegus cmx.",1,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Crataegus punctata",9,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Crepis tectorum",3,"Dry Barrens Prairie Southern"
"Crepis tectorum",8,"Dry Sand Gravel Prairie Southern"
"Crepis tectorum",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Cryptotaenia canadensis",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Cryptotaenia canadensis",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Cryptotaenia canadensis",4,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Cryptotaenia canadensis",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Cryptotaenia canadensis",3,"SOUTHERN RICH CONIFER SWAMP"
"Cryptotaenia canadensis",4,"SOUTHERN TERRACE FOREST"
"Cryptotaenia canadensis",4,"SOUTHERN WET ASH SWAMP"
"Cryptotaenia canadensis",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Cryptotaenia canadensis",3,"Southern Floodplain Forest"
"Cuscuta spp.",15,"SOUTHERN MESIC PRAIRIE"
"Cuscuta spp.",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Cuscuta spp.",3,"SOUTHERN TERRACE FOREST"
"Cuscuta spp.",1,"SOUTHERN WET ASH SWAMP"
"Cuscuta spp.",3,"Southern Floodplain Forest"
"Cycloloma atriplicifolium",2,"Dry Barrens Prairie Southern"
"Cycloloma atriplicifolium",1,"Dry Sand Gravel Prairie Southern"
"Cyperus lupulinus",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Cyperus lupulinus",3,"Dry Barrens Prairie Southern"
"Cyperus lupulinus",6,"Dry Sand Gravel Prairie Southern"
"Cyperus lupulinus",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Cyperus lupulinus",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Cyperus schweinitzii",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Cyperus schweinitzii",6,"Dry Barrens Prairie Southern"
"Cyperus schweinitzii",11,"Dry Sand Gravel Prairie Southern"
"Cyperus schweinitzii",9,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Cyperus spp.",3,"Dry Barrens Prairie Southern"
"Cyperus spp.",5,"Dry Sand Gravel Prairie Southern"
"Cypripedium acaule",3,"SOUTHERN RICH CONIFER SWAMP"
"Cypripedium calceolus",1,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Cypripedium calceolus",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Cypripedium calceolus",3,"SOUTHERN RICH CONIFER SWAMP"
"Cypripedium candidum",1,"SOUTHERN WET PRAIRIE"
"Cypripedium reginae",3,"SOUTHERN RICH CONIFER SWAMP"
"Cystopteris bulbifera",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Cystopteris bulbifera",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Cystopteris bulbifera",3,"SOUTHERN WET ASH SWAMP"
"Cystopteris fragilis",1,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Cystopteris fragilis",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Cystopteris protrusa",3,"SOUTHERN WET ASH SWAMP"
"Cystopteris tenuis",1,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Dalea candida",3,"Dry Sand Gravel Prairie Southern"
"Dalea candida",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Dalea candida",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Dalea candida",2,"SOUTHERN MESIC PRAIRIE"
"Dalea purpurea",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Dalea purpurea",3,"Dry Barrens Prairie Southern"
"Dalea purpurea",4,"Dry Sand Gravel Prairie Southern"
"Dalea purpurea",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Dalea purpurea",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Dalea purpurea",3,"SOUTHERN MESIC PRAIRIE"
"Dalea villosa",6,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Dalea villosa",12,"Dry Barrens Prairie Southern"
"Dalea villosa",3,"Dry Sand Gravel Prairie Southern"
"Delphinium carolinianum",2,"Dry Barrens Prairie Southern"
"Delphinium carolinianum",5,"Dry Sand Gravel Prairie Southern"
"Delphinium carolinianum",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Delphinium carolinianum",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Desmodium canadense",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Desmodium canadense",4,"SOUTHERN MESIC PRAIRIE"
"Desmodium canadense",3,"SOUTHERN WET PRAIRIE"
"Desmodium glutinosum",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Desmodium glutinosum",18,"SOUTHERN DRY-MESIC OAK FOREST"
"Desmodium glutinosum",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Desmodium glutinosum",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Desmodium glutinosum",3,"SOUTHERN WET ASH SWAMP"
"Desmodium illinoense",1,"Dry Sand Gravel Prairie Southern"
"Desmodium illinoense",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Dicentra cucullaria",7,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Dicentra cucullaria",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Dicentra cucullaria",5,"SOUTHERN TERRACE FOREST"
"Dicentra cucullaria",4,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Diervilla lonicera",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Diervilla lonicera",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Digitaria ischaemum",3,"Dry Barrens Prairie Southern"
"Digitaria ischaemum",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Dioscorea villosa",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Dioscorea villosa",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Dirca palustris",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Dirca palustris",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Drosera rotundifolia",5,"SOUTHERN RICH CONIFER SWAMP"
"Dryopteris carthusiana",4,"SOUTHERN RICH CONIFER SWAMP"
"Dryopteris carthusiana",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Dryopteris cristata",2,"SOUTHERN RICH CONIFER SWAMP"
"Dryopteris cristata",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Dulichium arundinaceum",8,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Echinocystis lobata",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Echinocystis lobata",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Eleocharis compressa",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Eleocharis compressa",15,"SOUTHERN WET PRAIRIE"
"Elymus hystrix",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Elymus hystrix",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Elymus hystrix",3,"SOUTHERN TERRACE FOREST"
"Elymus hystrix",4,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Elymus trachycaulus",3,"Dry Sand Gravel Prairie Southern"
"Elymus trachycaulus",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Elymus trachycaulus",3,"SOUTHERN MESIC PRAIRIE"
"Elymus trachycaulus",3,"SOUTHERN WET PRAIRIE"
"Elymus villosus",1,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Elymus virginicus",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Elymus virginicus",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Elymus virginicus",3,"SOUTHERN TERRACE FOREST"
"Elymus virginicus",3,"SOUTHERN WET ASH SWAMP"
"Elymus virginicus",5,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Elymus virginicus",9,"Southern Floodplain Forest"
"Elymus wiegandii",15,"Dry Sand Gravel Prairie Southern"
"Elymus wiegandii",1,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Elymus wiegandii",2,"SOUTHERN MESIC PRAIRIE"
"Elymus wiegandii",3,"SOUTHERN TERRACE FOREST"
"Elytrigia repens",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Elytrigia repens",5,"SOUTHERN MESIC PRAIRIE"
"Enemion biternatum",19,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Enemion biternatum",5,"SOUTHERN TERRACE FOREST"
"Enemion biternatum",13,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Epilobium cm1",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Epilobium cm1",1,"SOUTHERN RICH CONIFER SWAMP"
"Epilobium cm1",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Epilobium cm2",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Epilobium cm2",3,"SOUTHERN RICH CONIFER SWAMP"
"Epilobium cm2",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Epilobium cm2",2,"SOUTHERN WET PRAIRIE"
"Equisetum arvense",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Equisetum arvense",1,"SOUTHERN MESIC PRAIRIE"
"Equisetum arvense",1,"SOUTHERN RICH CONIFER SWAMP"
"Equisetum arvense",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Equisetum arvense",4,"SOUTHERN WET ASH SWAMP"
"Equisetum arvense",3,"SOUTHERN WET PRAIRIE"
"Equisetum fluviatile",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Equisetum fluviatile",2,"SOUTHERN RICH CONIFER SWAMP"
"Equisetum fluviatile",4,"SOUTHERN SEEPAGE MEADOW/CARR"
"Equisetum hyemale",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Equisetum hyemale",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Equisetum hyemale",3,"SOUTHERN MESIC PRAIRIE"
"Equisetum hyemale",10,"SOUTHERN WET ASH SWAMP"
"Equisetum hyemale",45,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Equisetum laevigatum",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Equisetum laevigatum",3,"Dry Sand Gravel Prairie Southern"
"Equisetum laevigatum",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Equisetum laevigatum",2,"SOUTHERN MESIC PRAIRIE"
"Equisetum pratense",5,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Equisetum pratense",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Equisetum pratense",5,"SOUTHERN WET ASH SWAMP"
"Equisetum pratense",5,"SOUTHERN WET PRAIRIE"
"Equisetum spp.",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Eragrostis spectabilis",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Eragrostis spectabilis",3,"Dry Barrens Prairie Southern"
"Eragrostis spectabilis",2,"Dry Sand Gravel Prairie Southern"
"Eragrostis spectabilis",15,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Eragrostis spectabilis",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Eragrostis spectabilis",3,"SOUTHERN MESIC PRAIRIE"
"Erechtites hieracifolia",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Erigeron annuus",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Erigeron philadelphicus",3,"Dry Barrens Prairie Southern"
"Erigeron philadelphicus",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Erigeron philadelphicus",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Erigeron philadelphicus",1,"SOUTHERN WET ASH SWAMP"
"Erigeron philadelphicus",1,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Erigeron strigosus",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Erigeron strigosus",4,"Dry Sand Gravel Prairie Southern"
"Erigeron strigosus",9,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Erigeron strigosus",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Erigeron strigosus",1,"SOUTHERN MESIC PRAIRIE"
"Eriocaulon aquaticum",5,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Eriophorum angustifolium",4,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Eriophorum angustifolium",5,"SOUTHERN WET PRAIRIE"
"Eriophorum spissum",5,"SOUTHERN RICH CONIFER SWAMP"
"Eryngium yuccifolium",4,"SOUTHERN MESIC PRAIRIE"
"Erysimum inconspicuum",3,"Dry Sand Gravel Prairie Southern"
"Erythronium albidum",27,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Erythronium albidum",5,"SOUTHERN TERRACE FOREST"
"Erythronium albidum",3,"SOUTHERN WET ASH SWAMP"
"Erythronium albidum",11,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Erythronium propullans",15,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Erythronium propullans",5,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Euonymus atropurpureus",3,"SOUTHERN TERRACE FOREST"
"Eupatorium maculatum",5,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Eupatorium maculatum",2,"SOUTHERN RICH CONIFER SWAMP"
"Eupatorium maculatum",10,"SOUTHERN SEEPAGE MEADOW/CARR"
"Eupatorium maculatum",7,"SOUTHERN WET PRAIRIE"
"Eupatorium perfoliatum",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Eupatorium perfoliatum",1,"SOUTHERN RICH CONIFER SWAMP"
"Eupatorium perfoliatum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Eupatorium perfoliatum",3,"SOUTHERN WET PRAIRIE"
"Eupatorium purpureum",3,"SOUTHERN RICH CONIFER SWAMP"
"Eupatorium purpureum",3,"SOUTHERN WET ASH SWAMP"
"Eupatorium rugosum",5,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Eupatorium rugosum",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Eupatorium rugosum",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Eupatorium rugosum",6,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Eupatorium rugosum",2,"SOUTHERN RICH CONIFER SWAMP"
"Eupatorium rugosum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Eupatorium rugosum",3,"SOUTHERN WET ASH SWAMP"
"Eupatorium rugosum",3,"Southern Floodplain Forest"
"Euphorbia corollata",4,"Dry Sand Gravel Prairie Southern"
"Euphorbia corollata",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Euphorbia corollata",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Euphorbia corollata",5,"SOUTHERN MESIC PRAIRIE"
"Euphorbia corollata",3,"SOUTHERN WET PRAIRIE"
"Euphorbia geyeri",1,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Euphorbia geyeri",3,"Dry Barrens Prairie Southern"
"Euphorbia glyptosperma",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Euphorbia glyptosperma",3,"Dry Barrens Prairie Southern"
"Euphorbia glyptosperma",2,"Dry Sand Gravel Prairie Southern"
"Euphorbia glyptosperma",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Euphorbia glyptosperma",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Euphorbia maculata",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Euthamia graminifolia",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Euthamia graminifolia",3,"SOUTHERN MESIC PRAIRIE"
"Euthamia graminifolia",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Euthamia graminifolia",22,"SOUTHERN WET PRAIRIE"
"Ferns and Fern Allies NA",0,"Dry Sand Gravel Prairie Southern"
"Ferns and Fern Allies NA",0,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Festuca subverticillata",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Festuca subverticillata",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Festuca subverticillata",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Festuca subverticillata",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Festuca subverticillata",3,"SOUTHERN WET ASH SWAMP"
"Festuca subverticillata",5,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Fragaria vesca",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Fragaria virginiana",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Fragaria virginiana",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Fragaria virginiana",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Fragaria virginiana",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Fragaria virginiana",1,"SOUTHERN DRY-MESIC OAK FOREST"
"Fragaria virginiana",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Fragaria virginiana",4,"SOUTHERN MESIC PRAIRIE"
"Fragaria virginiana",3,"SOUTHERN RICH CONIFER SWAMP"
"Fragaria virginiana",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Fragaria virginiana",9,"SOUTHERN WET PRAIRIE"
"Fragaria virginiana",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Fraxinus americana",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Fraxinus americana",3,"Dry Sand Gravel Prairie Southern"
"Fraxinus nigra",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Fraxinus nigra",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Fraxinus nigra",5,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Fraxinus nigra",7,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Fraxinus nigra",15,"SOUTHERN RICH CONIFER SWAMP"
"Fraxinus nigra",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Fraxinus nigra",43,"SOUTHERN TERRACE FOREST"
"Fraxinus nigra",34,"SOUTHERN WET ASH SWAMP"
"Fraxinus nigra",18,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Fraxinus pennsylvanica",4,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Fraxinus pennsylvanica",15,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Fraxinus pennsylvanica",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Fraxinus pennsylvanica",5,"SOUTHERN DRY-MESIC OAK FOREST"
"Fraxinus pennsylvanica",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Fraxinus pennsylvanica",13,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Fraxinus pennsylvanica",2,"SOUTHERN RICH CONIFER SWAMP"
"Fraxinus pennsylvanica",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Fraxinus pennsylvanica",27,"SOUTHERN TERRACE FOREST"
"Fraxinus pennsylvanica",8,"SOUTHERN WET ASH SWAMP"
"Fraxinus pennsylvanica",9,"SOUTHERN WET PRAIRIE"
"Fraxinus pennsylvanica",12,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Fraxinus pennsylvanica",8,"Southern Floodplain Forest"
"Froelichia floridana",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Froelichia floridana",2,"Dry Barrens Prairie Southern"
"Galium aparine",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Galium aparine",10,"SOUTHERN DRY-MESIC OAK FOREST"
"Galium aparine",5,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Galium aparine",5,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
