"scientific_name","midpoint_cc","releveCode"
"Selaginella rupestris",15,"Dry Sand Gravel Prairie Southern"
"Selaginella rupestris",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Senecio aureus",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Senecio cmx.",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Senecio cmx.",5,"SOUTHERN WET PRAIRIE"
"Senecio plattensis",4,"Dry Sand Gravel Prairie Southern"
"Senecio plattensis",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Setaria glauca",3,"Dry Sand Gravel Prairie Southern"
"Setaria glauca",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Setaria glauca",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Setaria glauca",3,"SOUTHERN MESIC PRAIRIE"
"Setaria viridis",3,"Dry Barrens Prairie Southern"
"Setaria viridis",1,"Dry Sand Gravel Prairie Southern"
"Setaria viridis",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Sicyos angulatus",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Sicyos angulatus",7,"Southern Floodplain Forest"
"Silene antirrhina",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Silene antirrhina",1,"Dry Barrens Prairie Southern"
"Silene antirrhina",3,"Dry Sand Gravel Prairie Southern"
"Silene antirrhina",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Silene antirrhina",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Silene cserei",3,"Dry Sand Gravel Prairie Southern"
"Silene drummondii",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Silphium perfoliatum",3,"SOUTHERN MESIC PRAIRIE"
"Silphium perfoliatum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Silphium perfoliatum",4,"SOUTHERN WET PRAIRIE"
"Sisyrinchium campestre",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Sisyrinchium campestre",3,"Dry Barrens Prairie Southern"
"Sisyrinchium campestre",5,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Sisyrinchium campestre",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Sisyrinchium campestre",1,"SOUTHERN MESIC PRAIRIE"
"Sisyrinchium mucronatum",4,"SOUTHERN WET PRAIRIE"
"Sium suave",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Sium suave",3,"SOUTHERN RICH CONIFER SWAMP"
"Smilacina racemosa",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Smilacina racemosa",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Smilacina racemosa",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Smilacina racemosa",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Smilacina racemosa",3,"SOUTHERN MESIC PRAIRIE"
"Smilacina racemosa",3,"SOUTHERN TERRACE FOREST"
"Smilacina racemosa",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Smilacina stellata",6,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Smilacina stellata",3,"Dry Barrens Prairie Southern"
"Smilacina stellata",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Smilacina stellata",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Smilacina stellata",7,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Smilacina stellata",9,"SOUTHERN MESIC PRAIRIE"
"Smilacina stellata",3,"SOUTHERN RICH CONIFER SWAMP"
"Smilacina stellata",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Smilacina stellata",5,"SOUTHERN TERRACE FOREST"
"Smilacina stellata",4,"SOUTHERN WET ASH SWAMP"
"Smilacina stellata",5,"SOUTHERN WET PRAIRIE"
"Smilacina stellata",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Smilacina trifolia",15,"SOUTHERN RICH CONIFER SWAMP"
"Smilax cmx.",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Smilax cmx.",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Smilax cmx.",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Smilax cmx.",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Smilax cmx.",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Smilax cmx.",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Smilax cmx.",3,"SOUTHERN TERRACE FOREST"
"Smilax cmx.",2,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Smilax hispida",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Smilax hispida",15,"SOUTHERN DRY-MESIC OAK FOREST"
"Smilax hispida",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Smilax hispida",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Smilax hispida",3,"SOUTHERN TERRACE FOREST"
"Smilax hispida",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Smilax hispida",3,"Southern Floodplain Forest"
"Solanum dulcamara",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Solanum dulcamara",15,"SOUTHERN RICH CONIFER SWAMP"
"Solanum dulcamara",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Solanum dulcamara",5,"SOUTHERN TERRACE FOREST"
"Solanum nigrum",3,"Southern Floodplain Forest"
"Solidago canadensis",3,"Dry Sand Gravel Prairie Southern"
"Solidago canadensis",21,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Solidago canadensis",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Solidago canadensis",7,"SOUTHERN MESIC PRAIRIE"
"Solidago canadensis",5,"SOUTHERN RICH CONIFER SWAMP"
"Solidago canadensis",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Solidago canadensis",13,"SOUTHERN WET PRAIRIE"
"Solidago flexicaulis",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Solidago flexicaulis",4,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Solidago flexicaulis",6,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Solidago flexicaulis",3,"SOUTHERN WET ASH SWAMP"
"Solidago flexicaulis",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Solidago gigantea",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Solidago gigantea",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Solidago gigantea",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Solidago gigantea",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Solidago gigantea",9,"SOUTHERN MESIC PRAIRIE"
"Solidago gigantea",3,"SOUTHERN RICH CONIFER SWAMP"
"Solidago gigantea",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Solidago gigantea",3,"SOUTHERN WET ASH SWAMP"
"Solidago gigantea",5,"SOUTHERN WET PRAIRIE"
"Solidago missouriensis",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Solidago missouriensis",2,"Dry Barrens Prairie Southern"
"Solidago missouriensis",3,"Dry Sand Gravel Prairie Southern"
"Solidago missouriensis",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Solidago missouriensis",4,"SOUTHERN MESIC PRAIRIE"
"Solidago nemoralis",5,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Solidago nemoralis",3,"Dry Barrens Prairie Southern"
"Solidago nemoralis",4,"Dry Sand Gravel Prairie Southern"
"Solidago nemoralis",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Solidago nemoralis",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Solidago nemoralis",3,"SOUTHERN MESIC PRAIRIE"
"Solidago ptarmicoides",3,"Dry Sand Gravel Prairie Southern"
"Solidago ptarmicoides",5,"SOUTHERN MESIC PRAIRIE"
"Solidago riddellii",3,"SOUTHERN WET PRAIRIE"
"Solidago rigida",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Solidago rigida",5,"Dry Barrens Prairie Southern"
"Solidago rigida",3,"Dry Sand Gravel Prairie Southern"
"Solidago rigida",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Solidago rigida",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Solidago rigida",10,"SOUTHERN MESIC PRAIRIE"
"Solidago speciosa",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Solidago speciosa",3,"Dry Sand Gravel Prairie Southern"
"Solidago speciosa",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Solidago speciosa",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Solidago speciosa",3,"SOUTHERN MESIC PRAIRIE"
"Solidago uliginosa",2,"SOUTHERN RICH CONIFER SWAMP"
"Sonchus spp.",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Sonchus spp.",3,"SOUTHERN WET PRAIRIE"
"Sorghastrum nutans",17,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Sorghastrum nutans",3,"Dry Barrens Prairie Southern"
"Sorghastrum nutans",17,"Dry Sand Gravel Prairie Southern"
"Sorghastrum nutans",7,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Sorghastrum nutans",5,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Sorghastrum nutans",21,"SOUTHERN MESIC PRAIRIE"
"Sorghastrum nutans",4,"SOUTHERN WET PRAIRIE"
"Sparganium eurycarpum",19,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Sparganium eurycarpum",3,"SOUTHERN RICH CONIFER SWAMP"
"Sparganium eurycarpum",15,"SOUTHERN SEEPAGE MEADOW/CARR"
"Sparganium eurycarpum",3,"SOUTHERN WET ASH SWAMP"
"Spartina pectinata",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Spartina pectinata",4,"SOUTHERN MESIC PRAIRIE"
"Spartina pectinata",38,"SOUTHERN SEEPAGE MEADOW/CARR"
"Spartina pectinata",32,"SOUTHERN WET PRAIRIE"
"Sphenopholis obtusata",3,"SOUTHERN WET PRAIRIE"
"Spiraea alba",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Spiraea alba",15,"SOUTHERN MESIC PRAIRIE"
"Spiraea alba",3,"SOUTHERN WET PRAIRIE"
"Spiraea tomentosa",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Sporobolus asper",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Sporobolus cryptandrus",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Sporobolus cryptandrus",9,"Dry Barrens Prairie Southern"
"Sporobolus cryptandrus",7,"Dry Sand Gravel Prairie Southern"
"Sporobolus heterolepis",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Sporobolus heterolepis",4,"Dry Sand Gravel Prairie Southern"
"Sporobolus heterolepis",15,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Sporobolus heterolepis",10,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Sporobolus heterolepis",13,"SOUTHERN MESIC PRAIRIE"
"Stachys hispida",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Stachys hispida",15,"SOUTHERN WET ASH SWAMP"
"Stachys hispida",4,"Southern Floodplain Forest"
"Stachys palustris",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Stachys palustris",3,"SOUTHERN MESIC PRAIRIE"
"Stachys palustris",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Stachys palustris",1,"SOUTHERN TERRACE FOREST"
"Stachys palustris",1,"SOUTHERN WET PRAIRIE"
"Staphylea trifolia",7,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Staphylea trifolia",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Stellaria aquatica",5,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Stellaria aquatica",5,"Southern Floodplain Forest"
"Stellaria longifolia",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Stellaria longifolia",1,"SOUTHERN DRY-MESIC OAK FOREST"
"Stellaria longifolia",3,"SOUTHERN RICH CONIFER SWAMP"
"Stellaria longifolia",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Stipa comata",38,"Dry Sand Gravel Prairie Southern"
"Stipa spartea",11,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Stipa spartea",5,"Dry Barrens Prairie Southern"
"Stipa spartea",11,"Dry Sand Gravel Prairie Southern"
"Stipa spartea",6,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Stipa spartea",26,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Stipa spartea",21,"SOUTHERN MESIC PRAIRIE"
"Strophostyles helvola",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Symphoricarpos cmx",1,"Dry Sand Gravel Prairie Southern"
"Symphoricarpos cmx",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Symphoricarpos cmx",1,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Symphoricarpos cmx.",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Symphoricarpos cmx.",4,"SOUTHERN MESIC PRAIRIE"
"Symplocarpus foetidus",7,"SOUTHERN RICH CONIFER SWAMP"
"Symplocarpus foetidus",63,"SOUTHERN SEEPAGE MEADOW/CARR"
"Symplocarpus foetidus",54,"SOUTHERN WET ASH SWAMP"
"Taraxacum spp.",1,"Dry Barrens Prairie Southern"
"Taraxacum spp.",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Taraxacum spp.",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Taraxacum spp.",1,"SOUTHERN DRY-MESIC OAK FOREST"
"Taraxacum spp.",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Taraxacum spp.",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Taraxacum spp.",3,"SOUTHERN MESIC PRAIRIE"
"Taraxacum spp.",2,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Taraxacum spp.",3,"Southern Floodplain Forest"
"Teucrium canadense",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Teucrium canadense",2,"SOUTHERN WET PRAIRIE"
"Thalictrum dasycarpum",3,"Dry Sand Gravel Prairie Southern"
"Thalictrum dasycarpum",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Thalictrum dasycarpum",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Thalictrum dasycarpum",4,"SOUTHERN MESIC PRAIRIE"
"Thalictrum dasycarpum",3,"SOUTHERN RICH CONIFER SWAMP"
"Thalictrum dasycarpum",13,"SOUTHERN SEEPAGE MEADOW/CARR"
"Thalictrum dasycarpum",3,"SOUTHERN TERRACE FOREST"
"Thalictrum dasycarpum",3,"SOUTHERN WET ASH SWAMP"
"Thalictrum dasycarpum",17,"SOUTHERN WET PRAIRIE"
"Thalictrum dioicum",4,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Thalictrum dioicum",4,"SOUTHERN DRY-MESIC OAK FOREST"
"Thalictrum dioicum",4,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Thalictrum dioicum",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Thalictrum dioicum",3,"SOUTHERN TERRACE FOREST"
"Thalictrum dioicum",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Thalictrum thalictroides",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Thelypteris palustris",12,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Thelypteris palustris",17,"SOUTHERN RICH CONIFER SWAMP"
"Thelypteris palustris",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Thelypteris palustris",3,"SOUTHERN WET ASH SWAMP"
"Thelypteris palustris",5,"SOUTHERN WET PRAIRIE"
"Tilia americana",30,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Tilia americana",12,"SOUTHERN DRY-MESIC OAK FOREST"
"Tilia americana",21,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Tilia americana",20,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Tilia americana",3,"SOUTHERN MESIC PRAIRIE"
"Tilia americana",8,"SOUTHERN RICH CONIFER SWAMP"
"Tilia americana",15,"SOUTHERN TERRACE FOREST"
"Tilia americana",10,"SOUTHERN WET ASH SWAMP"
"Tilia americana",16,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Tilia americana",1,"Southern Floodplain Forest"
"Toxicodendron rydbergii",1,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Toxicodendron rydbergii",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Toxicodendron rydbergii",3,"Dry Barrens Prairie Southern"
"Toxicodendron rydbergii",1,"Dry Sand Gravel Prairie Southern"
"Toxicodendron rydbergii",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Toxicodendron rydbergii",4,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Toxicodendron rydbergii",4,"SOUTHERN DRY-MESIC OAK FOREST"
"Toxicodendron rydbergii",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Toxicodendron rydbergii",3,"SOUTHERN MESIC PRAIRIE"
"Toxicodendron rydbergii",3,"SOUTHERN RICH CONIFER SWAMP"
"Toxicodendron rydbergii",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Toxicodendron rydbergii",3,"SOUTHERN TERRACE FOREST"
"Toxicodendron rydbergii",3,"SOUTHERN WET ASH SWAMP"
"Toxicodendron rydbergii",3,"SOUTHERN WET PRAIRIE"
"Toxicodendron vernix",15,"SOUTHERN RICH CONIFER SWAMP"
"Tradescantia bracteata",1,"SOUTHERN MESIC PRAIRIE"
"Tradescantia occidentalis",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Tradescantia occidentalis",3,"Dry Barrens Prairie Southern"
"Tradescantia occidentalis",6,"Dry Sand Gravel Prairie Southern"
"Tradescantia occidentalis",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Tragopogon dubius",2,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Tragopogon dubius",2,"Dry Barrens Prairie Southern"
"Tragopogon dubius",3,"Dry Sand Gravel Prairie Southern"
"Tragopogon dubius",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Tragopogon dubius",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Tragopogon dubius",1,"SOUTHERN MESIC PRAIRIE"
"Triadenum fraseri",7,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Triadenum fraseri",2,"SOUTHERN RICH CONIFER SWAMP"
"Trientalis borealis",3,"SOUTHERN RICH CONIFER SWAMP"
"Trifolium hybridum",3,"SOUTHERN WET PRAIRIE"
"Trifolium pratense",1,"SOUTHERN MESIC PRAIRIE"
"Trifolium pratense",1,"SOUTHERN WET PRAIRIE"
"Trifolium repens",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Trifolium repens",1,"SOUTHERN WET PRAIRIE"
"Triglochin maritima",5,"SOUTHERN WET PRAIRIE"
"Trillium cernuum",1,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Trillium cernuum",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Trillium cernuum",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Trillium cernuum",5,"SOUTHERN TERRACE FOREST"
"Trillium cernuum",1,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Trillium flexipes",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Trillium flexipes",1,"SOUTHERN TERRACE FOREST"
"Trillium grandiflorum",7,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Trillium grandiflorum",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Trillium grandiflorum",1,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Trillium nivale",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Triosteum perfoliatum",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Triplasis purpurea",3,"Dry Barrens Prairie Southern"
"Typha spp.",7,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Typha spp.",16,"SOUTHERN RICH CONIFER SWAMP"
"Typha spp.",9,"SOUTHERN SEEPAGE MEADOW/CARR"
"Typha spp.",3,"SOUTHERN WET ASH SWAMP"
"Ulmus americana",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Ulmus americana",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Ulmus americana",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Ulmus americana",15,"SOUTHERN DRY-MESIC OAK FOREST"
"Ulmus americana",12,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Ulmus americana",8,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Ulmus americana",10,"SOUTHERN RICH CONIFER SWAMP"
"Ulmus americana",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Ulmus americana",8,"SOUTHERN TERRACE FOREST"
"Ulmus americana",11,"SOUTHERN WET ASH SWAMP"
"Ulmus americana",3,"SOUTHERN WET PRAIRIE"
"Ulmus americana",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Ulmus americana",28,"Southern Floodplain Forest"
"Ulmus pumila",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Ulmus rubra",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Ulmus rubra",5,"Dry Sand Gravel Prairie Southern"
"Ulmus rubra",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Ulmus rubra",11,"SOUTHERN DRY-MESIC OAK FOREST"
"Ulmus rubra",9,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Ulmus rubra",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Ulmus rubra",1,"SOUTHERN MESIC PRAIRIE"
"Ulmus rubra",3,"SOUTHERN RICH CONIFER SWAMP"
"Ulmus rubra",26,"SOUTHERN TERRACE FOREST"
"Ulmus rubra",15,"SOUTHERN WET ASH SWAMP"
"Ulmus rubra",27,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Ulmus thomasii",15,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Ulmus thomasii",9,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Urtica dioica",7,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Urtica dioica",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Urtica dioica",2,"SOUTHERN DRY-MESIC OAK FOREST"
"Urtica dioica",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Urtica dioica",3,"SOUTHERN RICH CONIFER SWAMP"
"Urtica dioica",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Urtica dioica",4,"SOUTHERN TERRACE FOREST"
"Urtica dioica",3,"SOUTHERN WET ASH SWAMP"
"Urtica dioica",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Urtica dioica",3,"Southern Floodplain Forest"
"Uvularia grandiflora",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Uvularia grandiflora",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Uvularia grandiflora",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Uvularia grandiflora",8,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Uvularia grandiflora",3,"SOUTHERN TERRACE FOREST"
"Uvularia grandiflora",3,"SOUTHERN WET ASH SWAMP"
"Uvularia grandiflora",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Uvularia sessilifolia",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Uvularia sessilifolia",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Uvularia sessilifolia",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Uvularia sessilifolia",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Uvularia sessilifolia",3,"SOUTHERN WET ASH SWAMP"
"Uvularia sessilifolia",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Vaccinium angustifolium",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Vaccinium angustifolium",4,"SOUTHERN RICH CONIFER SWAMP"
"Vaccinium macrocarpon",5,"SOUTHERN RICH CONIFER SWAMP"
"Vaccinium oxycoccus",2,"SOUTHERN RICH CONIFER SWAMP"
"Verbascum thapsus",3,"Dry Sand Gravel Prairie Southern"
"Verbascum thapsus",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Verbascum thapsus",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Verbascum thapsus",1,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Verbascum thapsus",1,"SOUTHERN WET PRAIRIE"
"Verbascum thapsus",1,"Southern Floodplain Forest"
"Verbena hastata",2,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Verbena hastata",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Verbena hastata",2,"SOUTHERN WET PRAIRIE"
