"","scientific_name","common_name","x3","physiognamy","mn_nativity","mnwi","rarity_status","id","cc","cc_range","x12","midpoint_cc","p","p_c","releveCode","releveyear","releveSite"
"151","Teucrium canadense","germander",4,"H","Native","FACW-","0",NA,1,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"152","Leonurus cardiaca","common motherwort",0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"153","Hackelia virginiana","Virginia stickseed",1,"H","Native","FAC-","0",NA,1,">1-5%",3,3,0.0320855614973262,0.0320855614973262,"LBRP Rel 72025","2025","LBRP Rel 7"
"154","Circaea lutetiana","common enchanter's nightshade",2,"H","Native","[FACU]","0",NA,1,">1-5%",3,3,0.0320855614973262,0.0641711229946524,"LBRP Rel 72025","2025","LBRP Rel 7"
"155","Galium triflorum",NA,4,"H","Native","FACU+","0",NA,1,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"156","Cirsium arvense","Canada thistle",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"157","Euphorbia davidii",NA,NA,NA,"Introduced",NA,NA,NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"158","Sonchus asper","spiny sow thistle",0,"H","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"159","Verbascum thapsus","common mullein",0,"H","Introduced","UPL","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"160","Clematis virginiana","virgin's bower",4,"C","Native","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"161","Maianthemum racemosum",NA,5,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0320855614973262,0.160427807486631,"LBRP Rel 72025","2025","LBRP Rel 7"
"162","Symphyotrichum ontarionis",NA,6,"H","Native","FAC","0",NA,2,">5-25%",15,15,0.160427807486631,0.962566844919786,"LBRP Rel 72025","2025","LBRP Rel 7"
"163","Smilax tamnoides","greenbrier",4,"C","Native","[FAC]","0",NA,1,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"164","Taraxacum officinale","common dandelion",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"165","Solidago altissima","late goldenrod",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0320855614973262,"LBRP Rel 72025","2025","LBRP Rel 7"
"166","Lactuca canadensis","Canada wild lettuce",2,"H","Native","FACU+","0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0106951871657754,"LBRP Rel 72025","2025","LBRP Rel 7"
"167","Conyza canadensis","horseweed",0,"H","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"168","Ageratina altissima","white snakeroot",1,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0320855614973262,0.0320855614973262,"LBRP Rel 72025","2025","LBRP Rel 7"
"169","Smilax lasioneura","common carrion flower",4,"H","Native",NA,"0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0213903743315508,"LBRP Rel 72025","2025","LBRP Rel 7"
"170","Geum canadense","white avens",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0641711229946524,"LBRP Rel 72025","2025","LBRP Rel 7"
"171","Humulus lupulus","common hops",3,"H","Native","FACU*","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0962566844919786,"LBRP Rel 72025","2025","LBRP Rel 7"
"172","Glechoma hederacea","creeping charlie",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"173","Solidago gigantea","giant goldenrod",3,"H","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0160427807486631,"LBRP Rel 72025","2025","LBRP Rel 7"
"174","Acalypha rhomboidea","three-seeded mercury",0,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"175","Viola sp.",NA,4,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"176","Lysimachia ciliata","fringed loosestrife",5,"H","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0267379679144385,"LBRP Rel 72025","2025","LBRP Rel 7"
"177","Alliaria petiolata","garlic mustard",0,"H","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"178","Maianthemum canadense","Canada mayflower",5,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.160427807486631,"LBRP Rel 72025","2025","LBRP Rel 7"
"179","Osmorhiza longistylis","aniseroot",4,"H","Native","FACU-","0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0213903743315508,"LBRP Rel 72025","2025","LBRP Rel 7"
"180","Erechtites hieraciifolius",NA,2,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0641711229946524,"LBRP Rel 72025","2025","LBRP Rel 7"
"181","Solanum ptychanthum","black nightshade",1,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0320855614973262,"LBRP Rel 72025","2025","LBRP Rel 7"
"182","Scrophularia lanceolata","lance-leaved figwort",4,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"183","Carex sp.",NA,3,"G","Native",NA,"0",NA,1,">1-5%",3,3,0.0983606557377049,0.295081967213115,"LBRP Rel 72025","2025","LBRP Rel 7"
"184","Carex sp. 2",NA,NA,NA,"native",NA,NA,NA,NA,">1-5%",3,3,0.0983606557377049,0.295081967213115,"LBRP Rel 72025","2025","LBRP Rel 7"
"185","Setaria viridis","green foxtail",0,"G","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0983606557377049,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"186","Carex rosea","starry sedge",4,"G","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.0163934426229508,0.0655737704918033,"LBRP Rel 72025","2025","LBRP Rel 7"
"187","Phalaris arundinacea","reed canary grass",0,"G","Introduced","FACW+","0",NA,2,">5-25%",15,15,0.491803278688525,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"188","Digitaria ischaemum","smooth crabgrass",0,"G","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0983606557377049,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"189","Carex echinodes","marsh straw sedge",4,"G","Native","FACW","0",NA,NA,">1-5%",3,3,0.0983606557377049,0.39344262295082,"LBRP Rel 72025","2025","LBRP Rel 7"
"190","Celtis occidentalis","hackberry",3,"D","Native","[FAC-]","0",NA,3,">25-50%",37.5,37.5,0.304878048780488,0.914634146341463,"LBRP Rel 72025","2025","LBRP Rel 7"
"191","Exotic honeysuckle spp.",NA,NA,NA,NA,NA,NA,NA,2,">5-25%",15,15,0.121951219512195,NA,"LBRP Rel 72025","2025","LBRP Rel 7"
"192","Fraxinus nigra","black ash",6,"D","Native","FACW+","0",NA,2,">5-25%",15,15,0.121951219512195,0.731707317073171,"LBRP Rel 72025","2025","LBRP Rel 7"
"193","Juglans nigra","black walnut",4,"D","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.0040650406504065,0.016260162601626,"LBRP Rel 72025","2025","LBRP Rel 7"
"194","Juniperus virginiana",NA,3,"E","Native","FACU","0",NA,NA,">1-5%",3,3,0.024390243902439,0.0731707317073171,"LBRP Rel 72025","2025","LBRP Rel 7"
"195","Lonicera reticulata","grape honeysuckle",6,"C","Native",NA,"0",NA,NA,">0-1%",0.5,0.5,0.0040650406504065,0.024390243902439,"LBRP Rel 72025","2025","LBRP Rel 7"
"196","Morus alba","white mulberry",0,"D","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.024390243902439,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"197","Populus deltoides",NA,2,"D","Native","FAC","0",NA,NA,">1-5%",3,3,0.024390243902439,0.0487804878048781,"LBRP Rel 72025","2025","LBRP Rel 7"
"198","Prunus serotina","black cherry",4,"D","Native","[FACU]","0",NA,NA,">1-5%",3,3,0.024390243902439,0.0975609756097561,"LBRP Rel 72025","2025","LBRP Rel 7"
"199","Prunus virginiana","chokecherry",3,"D","Native","[FAC-]","0",NA,2,">5-25%",15,15,0.121951219512195,0.365853658536585,"LBRP Rel 72025","2025","LBRP Rel 7"
"200","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,2,">5-25%",15,15,0.121951219512195,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"201","Ribes sp.",NA,3,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.024390243902439,0.0731707317073171,"LBRP Rel 72025","2025","LBRP Rel 7"
"202","Rubus occidentalis","black raspberry",2,"D","Native",NA,"0",NA,NA,">1-5%",3,3,0.024390243902439,0.0487804878048781,"LBRP Rel 72025","2025","LBRP Rel 7"
"203","Ulmus americana","American elm",3,"D","Native","FACW-","0",NA,NA,">0-1%",0.5,0.5,0.0040650406504065,0.0121951219512195,"LBRP Rel 72025","2025","LBRP Rel 7"
"204","Vitis riparia","wild grape",2,"C","Native","FACW-","0",NA,NA,">1-5%",3,3,0.024390243902439,0.0487804878048781,"LBRP Rel 72025","2025","LBRP Rel 7"
"205","Zanthoxylum americanum","prickly ash",3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.024390243902439,0.0731707317073171,"LBRP Rel 72025","2025","LBRP Rel 7"
"206","Physalis longifolia",NA,NA,NA,NA,NA,NA,NA,NA,">0-1%",0.5,0.5,0.0053475935828877,NA,"LBRP Rel 72025","2025","LBRP Rel 7"
"207","Teucrium canadense","germander",4,"H","Native","FACW-","0",NA,1,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"208","Leonurus cardiaca","common motherwort",0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"209","Hackelia virginiana","Virginia stickseed",1,"H","Native","FAC-","0",NA,1,">1-5%",3,3,0.0320855614973262,0.0320855614973262,"LBRP Rel 72025","2025","LBRP Rel 7"
"210","Circaea lutetiana","common enchanter's nightshade",2,"H","Native","[FACU]","0",NA,1,">1-5%",3,3,0.0320855614973262,0.0641711229946524,"LBRP Rel 72025","2025","LBRP Rel 7"
"211","Galium triflorum",NA,4,"H","Native","FACU+","0",NA,1,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"212","Cirsium arvense","Canada thistle",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"213","Euphorbia davidii",NA,NA,NA,"Introduced",NA,NA,NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"214","Sonchus asper","spiny sow thistle",0,"H","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"215","Verbascum thapsus","common mullein",0,"H","Introduced","UPL","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"216","Clematis virginiana","virgin's bower",4,"C","Native","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"217","Maianthemum racemosum",NA,5,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0320855614973262,0.160427807486631,"LBRP Rel 72025","2025","LBRP Rel 7"
"218","Symphyotrichum ontarionis",NA,6,"H","Native","FAC","0",NA,2,">5-25%",15,15,0.160427807486631,0.962566844919786,"LBRP Rel 72025","2025","LBRP Rel 7"
"219","Smilax tamnoides","greenbrier",4,"C","Native","[FAC]","0",NA,1,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"220","Taraxacum officinale","common dandelion",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"221","Solidago altissima","late goldenrod",1,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0320855614973262,"LBRP Rel 72025","2025","LBRP Rel 7"
"222","Lactuca canadensis","Canada wild lettuce",2,"H","Native","FACU+","0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0106951871657754,"LBRP Rel 72025","2025","LBRP Rel 7"
"223","Conyza canadensis","horseweed",0,"H","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"224","Ageratina altissima","white snakeroot",1,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0320855614973262,0.0320855614973262,"LBRP Rel 72025","2025","LBRP Rel 7"
"225","Smilax lasioneura","common carrion flower",4,"H","Native",NA,"0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0213903743315508,"LBRP Rel 72025","2025","LBRP Rel 7"
"226","Geum canadense","white avens",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0641711229946524,"LBRP Rel 72025","2025","LBRP Rel 7"
"227","Humulus lupulus","common hops",3,"H","Native","FACU*","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0962566844919786,"LBRP Rel 72025","2025","LBRP Rel 7"
"228","Glechoma hederacea","creeping charlie",0,"H","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"229","Solidago gigantea","giant goldenrod",3,"H","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0160427807486631,"LBRP Rel 72025","2025","LBRP Rel 7"
"230","Acalypha rhomboidea","three-seeded mercury",0,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"231","Viola sp.",NA,4,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"232","Lysimachia ciliata","fringed loosestrife",5,"H","Native","FACW","0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0267379679144385,"LBRP Rel 72025","2025","LBRP Rel 7"
"233","Alliaria petiolata","garlic mustard",0,"H","Introduced","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"234","Maianthemum canadense","Canada mayflower",5,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.160427807486631,"LBRP Rel 72025","2025","LBRP Rel 7"
"235","Osmorhiza longistylis","aniseroot",4,"H","Native","FACU-","0",NA,NA,">0-1%",0.5,0.5,0.0053475935828877,0.0213903743315508,"LBRP Rel 72025","2025","LBRP Rel 7"
"236","Erechtites hieraciifolius",NA,2,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0641711229946524,"LBRP Rel 72025","2025","LBRP Rel 7"
"237","Solanum ptychanthum","black nightshade",1,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0320855614973262,0.0320855614973262,"LBRP Rel 72025","2025","LBRP Rel 7"
"238","Scrophularia lanceolata","lance-leaved figwort",4,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0320855614973262,0.128342245989305,"LBRP Rel 72025","2025","LBRP Rel 7"
"239","Carex sp.",NA,3,"G","Native",NA,"0",NA,1,">1-5%",3,3,0.0983606557377049,0.295081967213115,"LBRP Rel 72025","2025","LBRP Rel 7"
"240","Carex sp. 2",NA,NA,NA,"native",NA,NA,NA,NA,">1-5%",3,3,0.0983606557377049,0.295081967213115,"LBRP Rel 72025","2025","LBRP Rel 7"
"241","Setaria viridis","green foxtail",0,"G","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0983606557377049,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"242","Carex rosea","starry sedge",4,"G","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.0163934426229508,0.0655737704918033,"LBRP Rel 72025","2025","LBRP Rel 7"
"243","Phalaris arundinacea","reed canary grass",0,"G","Introduced","FACW+","0",NA,2,">5-25%",15,15,0.491803278688525,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"244","Digitaria ischaemum","smooth crabgrass",0,"G","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0983606557377049,0,"LBRP Rel 72025","2025","LBRP Rel 7"
"245","Carex echinodes","marsh straw sedge",4,"G","Native","FACW","0",NA,NA,">1-5%",3,3,0.0983606557377049,0.39344262295082,"LBRP Rel 72025","2025","LBRP Rel 7"
"246","Betula papyrifera","paper birch",3,"D","Native","[FACU+]","0",NA,4,">50-75%",62.5,62.5,0.350140056022409,1.05042016806723,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"247","Celtis occidentalis","hackberry",3,"D","Native","[FAC-]","0",NA,NA,">1-5%",3,3,0.0168067226890756,0.0504201680672269,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"248","exotic Lonicera sp.",NA,0,"D","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0168067226890756,0,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"249","Fraxinus pennsylvanica","green ash",2,"D","Native","FACW","0",NA,NA,">1-5%",3,3,0.0168067226890756,0.0336134453781513,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"250","Ostrya virginiana","ironwood",4,"D","Native","[FACU-]","0",NA,3,">25-50%",37.5,37.5,0.210084033613445,0.840336134453782,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"251","Parthenocissus sp.",NA,2,"C","Native",NA,"0",NA,NA,">1-5%",3,3,0.0168067226890756,0.0336134453781513,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"252","Populus tremuloides","quaking aspen",2,"D","Native","[FAC]","0",NA,NA,">1-5%",3,3,0.0168067226890756,0.0336134453781513,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"253","Prunus serotina","black cherry",4,"D","Native","[FACU]","0",NA,NA,">1-5%",3,3,0.0168067226890756,0.0672268907563025,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"254","Prunus virginiana","chokecherry",3,"D","Native","[FAC-]","0",NA,NA,">0-1%",0.5,0.5,0.00280112044817927,0.00840336134453781,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"255","Quercus rubra","northern red oak",5,"D","Native","FACU","0",NA,1,">1-5%",3,3,0.0168067226890756,0.0840336134453781,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"256","Rhamnus cathartica","common buckthorn",0,"D","Introduced","FACU","0",NA,NA,">1-5%",3,3,0.0168067226890756,0,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"257","Rhamnus davurica",NA,NA,NA,"Introduced",NA,NA,NA,NA,">1-5%",3,3,0.0168067226890756,0,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"258","Ribes missouriense","Missouri gooseberry",4,"D","Native",NA,"0",NA,2,">5-25%",15,15,0.0840336134453782,0.336134453781513,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"259","Rubus idaeus",NA,3,"D","Native","FACU","0",NA,1,">1-5%",3,3,0.0168067226890756,0.0504201680672269,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"260","Rubus multifer","Kinnickinnick dewberry",5,"D","Native",NA,"SC",NA,1,">1-5%",3,3,0.0168067226890756,0.0840336134453781,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"261","Rubus occidentalis","black raspberry",2,"D","Native",NA,"0",NA,1,">1-5%",3,3,0.0168067226890756,0.0336134453781513,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"262","Rubus pubescens","dwarf raspberry",6,"H","Native","[FACW+]","0",NA,1,">1-5%",3,3,0.0168067226890756,0.100840336134454,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"263","Ulmus americana","American elm",3,"D","Native","FACW-","0",NA,2,">5-25%",15,15,0.0840336134453782,0.252100840336134,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"264","Viburnum lentago","nannyberry",4,"D","Native","FAC+","0",NA,NA,">1-5%",3,3,0.0168067226890756,0.0672268907563025,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"265","Vitis riparia","wild grape",2,"C","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0168067226890756,0.0336134453781513,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"266","Zanthoxylum americanum","prickly ash",3,"D","Native","FACU","0",NA,NA,">1-5%",3,3,0.0168067226890756,0.0504201680672269,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"267","Onoclea sensibilis","sensitive fern",4,"H","Native","FACW","0",NA,1,">1-5%",3,3,0.0340909090909091,0.136363636363636,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"268","Athyrium filix-femina","lady fern",5,"H","Native",NA,"0",NA,2,">5-25%",15,15,0.170454545454545,0.852272727272727,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"269","Arisaema triphyllum","Jack-in-the-pulpit",4,"H","Native","FACW-","0",NA,1,">1-5%",3,3,0.0340909090909091,0.136363636363636,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"270","Amphicarpaea bracteata","hog peanut",2,"H","Native","FAC","0",NA,2,">5-25%",15,15,0.170454545454545,0.340909090909091,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"271","Agrimonia pubescens","downy agrimony",5,"H","Native",NA,"0",NA,NA,">1-5%",3,3,0.0340909090909091,0.170454545454545,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"272","Maianthemum canadense","Canada mayflower",5,"H","Native","FAC","0",NA,1,">1-5%",3,3,0.0340909090909091,0.170454545454545,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"273","Solidago flexicaulis","zigzag goldenrod",5,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0340909090909091,0.170454545454545,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"274","Ageratina altissima","white snakeroot",1,"H","Native","FACU","0",NA,1,">1-5%",3,3,0.0340909090909091,0.0340909090909091,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"275","Ranunculus abortivus","kidney-leaved buttercup",1,"H","Native","FACW-","0",NA,NA,">1-5%",3,3,0.0340909090909091,0.0340909090909091,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"276","Galium triflorum",NA,4,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0340909090909091,0.136363636363636,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"277","Torilis japonica","Japanese Hedge Parsley",0,"H","Introduced",NA,"0",NA,NA,">1-5%",3,3,0.0340909090909091,0,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"278","Desmodium glutinosum","pointed-leaved tick trefoil",6,"H","Native",NA,"0",NA,1,">1-5%",3,3,0.0340909090909091,0.204545454545455,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"279","Viola sp.",NA,4,"H","Native",NA,"0",NA,1,">1-5%",3,3,0.0340909090909091,0.136363636363636,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"280","Symphyotrichum ontarionis",NA,6,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0340909090909091,0.204545454545455,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"281","Geum canadense","white avens",2,"H","Native","FAC","0",NA,NA,">1-5%",3,3,0.0340909090909091,0.0681818181818182,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"282","Symphyotrichum lateriflorum","side-flowering aster",4,"H","Native","[FACW-]","0",NA,NA,">1-5%",3,3,0.0340909090909091,0.136363636363636,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"283","Geranium maculatum","wild geranium",4,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0340909090909091,0.136363636363636,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"284","Hackelia sp.",NA,1,"H","Native",NA,"0",NA,1,">1-5%",3,3,0.0340909090909091,0.0340909090909091,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"285","Toxicodendron rydbergii","western poison ivy",1,"D","Native","FAC","0",NA,NA,">1-5%",3,3,0.0340909090909091,0.0340909090909091,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"286","Agrimonia gryposepala","common agrimony",2,"H","Native","FACU+","0",NA,NA,">1-5%",3,3,0.0340909090909091,0.0681818181818182,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"287","Rudbeckia triloba","three-leaved coneflower",4,NA,"Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00568181818181818,0.0227272727272727,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"288","Actaea rubra","red baneberry",7,"H","Native","FACU","0",NA,NA,">0-1%",0.5,0.5,0.00568181818181818,0.0397727272727273,"LHDL rel 1-12025","2025","LHDL rel 1-1"
"289","Maianthemum racemosum",NA,5,"H","Native","FACU","0",NA,NA,">1-5%",3,3,0.0340909090909091,0.170454545454545,"LHDL rel 1-12025","2025","LHDL rel 1-1"
